max_depth,min_samples_leaf,min_samples_split,train_mae,test_mae,train_rmse,test_rmse,train_r2,test_r2,r2_gap_train_minus_test,rmse_ratio_test_over_train
8,6,12,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
10,6,2,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
10,6,4,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
10,6,6,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
10,6,8,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
10,6,12,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
12,6,2,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
12,6,4,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
12,6,6,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
12,6,8,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
12,6,12,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
None,6,2,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
None,6,4,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
None,6,6,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
None,6,8,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
None,6,12,65.52942018611309,149.2176057449495,101.06108317060216,217.5034165533825,0.8004339031058058,0.5956060986292591,0.2048278044765467,2.1521975594325755
4,6,2,65.42968265330471,149.21760574494948,101.0798325971214,217.7877409343398,0.8003598469637696,0.5945481456202228,0.20581170134354676,2.154611215101499
4,6,4,65.42968265330471,149.21760574494948,101.0798325971214,217.7877409343398,0.8003598469637696,0.5945481456202228,0.20581170134354676,2.154611215101499
4,6,6,65.42968265330471,149.21760574494948,101.0798325971214,217.7877409343398,0.8003598469637696,0.5945481456202228,0.20581170134354676,2.154611215101499
4,6,8,65.42968265330471,149.21760574494948,101.0798325971214,217.7877409343398,0.8003598469637696,0.5945481456202228,0.20581170134354676,2.154611215101499
4,6,12,65.42968265330471,149.21760574494948,101.0798325971214,217.7877409343398,0.8003598469637696,0.5945481456202228,0.20581170134354676,2.154611215101499
2,1,2,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,1,4,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,1,6,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,1,8,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,1,12,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,2,2,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,2,4,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,2,6,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,2,8,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,2,12,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,4,2,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,4,4,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,4,6,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,4,8,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,4,12,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,6,2,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,6,4,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,6,6,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,6,8,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,6,12,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,8,2,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,8,4,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,8,6,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,8,8,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
2,8,12,87.39632316502393,165.6599855222902,130.82925954624758,253.738253300726,0.6655519770845606,0.44964321786796746,0.21590875921659314,1.9394610516084945
