hri_value,max_temp_celsius,min_temp_celsius,feat_poverty_rate,feat_unemployment_rate,feat_median_hh_income,feat_total_population,overall_homeless,unsheltered_homeless
18,31.7,8.3,0.143754067,0.066437857,65780.75,50440323,37503,14843
81,32.8,17.8,0.143754067,0.066437857,65780.75,50440323,37503,14843
31,32.2,13.3,0.143754067,0.066437857,65780.75,50440323,37503,14843
141,36.1,17.8,0.143754067,0.066437857,65780.75,50440323,37503,14843
82,35,18.3,0.143754067,0.066437857,65780.75,50440323,37503,14843
93,36.1,22.2,0.143754067,0.066437857,65780.75,50440323,37503,14843
229,37.2,21.7,0.143754067,0.066437857,65780.75,50440323,37503,14843
209,38.3,19.4,0.143754067,0.066437857,65780.75,50440323,37503,14843
218,37.8,20.6,0.143754067,0.066437857,65780.75,50440323,37503,14843
192,37.2,21.7,0.143754067,0.066437857,65780.75,50440323,37503,14843
202,35.6,17.2,0.143754067,0.066437857,65780.75,50440323,37503,14843
462,42.2,21.1,0.143754067,0.066437857,65780.75,50440323,37503,14843
618,42.2,23.9,0.143754067,0.066437857,65780.75,50440323,37503,14843
292,37.2,22.2,0.143754067,0.066437857,65780.75,50440323,37503,14843
296,38.9,22.8,0.143754067,0.066437857,65780.75,50440323,37503,14843
462,37.8,19.4,0.143754067,0.066437857,65780.75,50440323,37503,14843
223,36.1,19.4,0.143754067,0.066437857,65780.75,50440323,37503,14843
320,36.7,21.1,0.143754067,0.066437857,65780.75,50440323,37503,14843
268,35.6,16.1,0.143754067,0.066437857,65780.75,50440323,37503,14843
355,36.1,19.4,0.143754067,0.066437857,65780.75,50440323,37503,14843
167,35,18.9,0.143754067,0.066437857,65780.75,50440323,37503,14843
147,32.8,16.7,0.143754067,0.066437857,65780.75,50440323,37503,14843
104,33.3,13.3,0.143754067,0.066437857,65780.75,50440323,37503,14843
24,29.4,10,0.143754067,0.066437857,65780.75,50440323,37503,14843
26,28.9,6.7,0.143754067,0.066437857,65780.75,50440323,37503,14843
14,28.9,0,0.143754067,0.066437857,65780.75,50440323,37503,14843
13,28.9,-0.5,0.143754067,0.066437857,65780.75,50440323,37503,14843
11,28.9,0.6,0.143754067,0.066437857,65780.75,50440323,37503,14843
18,29.4,5.6,0.143754067,0.066437857,65780.75,50440323,37503,14843
13,27.2,1.1,0.143754067,0.066437857,65780.75,50440323,37503,14843
8,28.9,-1,0.143754067,0.066437857,65780.75,50440323,37503,14843
3,27.2,-1.6,0.143754067,0.066437857,65780.75,50440323,37503,14843
10,27.2,-0.5,0.143754067,0.066437857,65780.75,50440323,37503,14843
5,27.8,2.2,0.143754067,0.066437857,65780.75,50440323,37503,14843
6,25.6,-6.6,0.143754067,0.066437857,65780.75,50440323,37503,14843
2,20,-7.7,0.143754067,0.066437857,65780.75,50440323,37503,14843
1,15.6,-11.6,0.143754067,0.066437857,65780.75,50440323,37503,14843
2,21.1,-6.6,0.143754067,0.066437857,65780.75,50440323,37503,14843
1,22.2,-4.3,0.143754067,0.066437857,65780.75,50440323,37503,14843
5,23.9,-3.2,0.143754067,0.066437857,65780.75,50440323,37503,14843
8,20.6,-14.3,0.143754067,0.066437857,65780.75,50440323,37503,14843
4,23.3,-3.8,0.13487497,0.059930489,68955,50728272,38691,16107
6,20,-1.6,0.13487497,0.059930489,68955,50728272,38691,16107
9,26.7,-6.6,0.13487497,0.059930489,68955,50728272,38691,16107
6,19.4,-6.6,0.13487497,0.059930489,68955,50728272,38691,16107
2,19.4,-6.6,0.13487497,0.059930489,68955,50728272,38691,16107
4,21.7,-2.7,0.13487497,0.059930489,68955,50728272,38691,16107
5,22.8,-2.7,0.13487497,0.059930489,68955,50728272,38691,16107
5,26.7,-4.9,0.13487497,0.059930489,68955,50728272,38691,16107
3,26.1,-5.5,0.13487497,0.059930489,68955,50728272,38691,16107
2,22.8,-1,0.13487497,0.059930489,68955,50728272,38691,16107
2,25,-1.6,0.13487497,0.059930489,68955,50728272,38691,16107
4,26.1,-2.7,0.13487497,0.059930489,68955,50728272,38691,16107
4,23.3,-7.1,0.13487497,0.059930489,68955,50728272,38691,16107
9,26.1,-0.5,0.13487497,0.059930489,68955,50728272,38691,16107
8,23.3,-1.6,0.13487497,0.059930489,68955,50728272,38691,16107
11,31.7,5.6,0.13487497,0.059930489,68955,50728272,38691,16107
18,27.8,4.4,0.13487497,0.059930489,68955,50728272,38691,16107
42,33.9,2.2,0.13487497,0.059930489,68955,50728272,38691,16107
149,36.7,17.2,0.13487497,0.059930489,68955,50728272,38691,16107
163,34.4,20,0.13487497,0.059930489,68955,50728272,38691,16107
148,37.2,21.1,0.13487497,0.059930489,68955,50728272,38691,16107
212,38.9,20,0.13487497,0.059930489,68955,50728272,38691,16107
340,38.3,20.6,0.13487497,0.059930489,68955,50728272,38691,16107
290,36.7,20,0.13487497,0.059930489,68955,50728272,38691,16107
408,37.8,21.1,0.13487497,0.059930489,68955,50728272,38691,16107
552,38.9,21.7,0.13487497,0.059930489,68955,50728272,38691,16107
466,36.7,22.2,0.13487497,0.059930489,68955,50728272,38691,16107
352,35.6,21.1,0.13487497,0.059930489,68955,50728272,38691,16107
237,36.1,18.3,0.13487497,0.059930489,68955,50728272,38691,16107
470,36.1,21.7,0.13487497,0.059930489,68955,50728272,38691,16107
491,35,20,0.13487497,0.059930489,68955,50728272,38691,16107
299,34.4,21.1,0.13487497,0.059930489,68955,50728272,38691,16107
299,34.4,18.9,0.13487497,0.059930489,68955,50728272,38691,16107
325,35,18.9,0.13487497,0.059930489,68955,50728272,38691,16107
3,22.2,-3.2,0.13487497,0.059930489,68955,50728272,38691,16107
142,34.4,13.9,0.13487497,0.059930489,68955,50728272,38691,16107
194,33.9,19.4,0.13487497,0.059930489,68955,50728272,38691,16107
140,32.8,15.6,0.13487497,0.059930489,68955,50728272,38691,16107
123,33.3,13.3,0.13487497,0.059930489,68955,50728272,38691,16107
69,31.1,10,0.13487497,0.059930489,68955,50728272,38691,16107
44,30.6,10.6,0.13487497,0.059930489,68955,50728272,38691,16107
27,30,12.2,0.13487497,0.059930489,68955,50728272,38691,16107
36,29.4,8.9,0.13487497,0.059930489,68955,50728272,38691,16107
11,27.2,5,0.13487497,0.059930489,68955,50728272,38691,16107
41,32.2,3.3,0.13487497,0.059930489,68955,50728272,38691,16107
7,23.9,-0.5,0.13487497,0.059930489,68955,50728272,38691,16107
13,25,4.4,0.13487497,0.059930489,68955,50728272,38691,16107
3,25.6,1.1,0.13487497,0.059930489,68955,50728272,38691,16107
7,25,-1,0.13487497,0.059930489,68955,50728272,38691,16107
4,26.7,-9.3,0.13487497,0.059930489,68955,50728272,38691,16107
7,19.4,-1.6,0.13487497,0.059930489,68955,50728272,38691,16107
5,24.4,-1.6,0.13487497,0.059930489,68955,50728272,38691,16107
3,23.3,-6,0.127143061,0.061154306,71354.25,50970442,40033,18141
2,16.7,-3.8,0.127143061,0.061154306,71354.25,50970442,40033,18141
10,25.6,-0.5,0.127143061,0.061154306,71354.25,50970442,40033,18141
1,17.8,-5.5,0.127143061,0.061154306,71354.25,50970442,40033,18141
6,25,0,0.127143061,0.061154306,71354.25,50970442,40033,18141
10,26.1,1.1,0.127143061,0.061154306,71354.25,50970442,40033,18141
11,27.2,2.8,0.127143061,0.061154306,71354.25,50970442,40033,18141
8,26.7,1.1,0.127143061,0.061154306,71354.25,50970442,40033,18141
5,21.7,2.2,0.127143061,0.061154306,71354.25,50970442,40033,18141
27,31.1,8.9,0.127143061,0.061154306,71354.25,50970442,40033,18141
7,25,5.6,0.127143061,0.061154306,71354.25,50970442,40033,18141
52,32.2,8.3,0.127143061,0.061154306,71354.25,50970442,40033,18141
41,28.9,10,0.127143061,0.061154306,71354.25,50970442,40033,18141
7,27.2,1.1,0.127143061,0.061154306,71354.25,50970442,40033,18141
40,33.9,6.7,0.127143061,0.061154306,71354.25,50970442,40033,18141
156,33.3,18.3,0.127143061,0.061154306,71354.25,50970442,40033,18141
194,35,18.3,0.127143061,0.061154306,71354.25,50970442,40033,18141
282,35.6,13.3,0.127143061,0.061154306,71354.25,50970442,40033,18141
265,35.6,15.6,0.127143061,0.061154306,71354.25,50970442,40033,18141
91,31.7,13.3,0.127143061,0.061154306,71354.25,50970442,40033,18141
141,32.2,11.1,0.127143061,0.061154306,71354.25,50970442,40033,18141
54,30.6,8.3,0.127143061,0.061154306,71354.25,50970442,40033,18141
74,32.2,6.1,0.127143061,0.061154306,71354.25,50970442,40033,18141
44,32.2,5.6,0.127143061,0.061154306,71354.25,50970442,40033,18141
38,30.6,8.3,0.127143061,0.061154306,71354.25,50970442,40033,18141
28,31.7,6.7,0.127143061,0.061154306,71354.25,50970442,40033,18141
30,30,12.2,0.127143061,0.061154306,71354.25,50970442,40033,18141
94,33.3,13.9,0.127143061,0.061154306,71354.25,50970442,40033,18141
140,34.4,18.3,0.127143061,0.061154306,71354.25,50970442,40033,18141
314,35,20.6,0.127143061,0.061154306,71354.25,50970442,40033,18141
327,36.1,20,0.127143061,0.061154306,71354.25,50970442,40033,18141
264,37.2,17.8,0.127143061,0.061154306,71354.25,50970442,40033,18141
427,37.8,20,0.127143061,0.061154306,71354.25,50970442,40033,18141
256,35,16.1,0.127143061,0.061154306,71354.25,50970442,40033,18141
217,35,18.3,0.127143061,0.061154306,71354.25,50970442,40033,18141
303,36.7,23.3,0.127143061,0.061154306,71354.25,50970442,40033,18141
518,36.7,21.1,0.127143061,0.061154306,71354.25,50970442,40033,18141
411,36.7,22.2,0.127143061,0.061154306,71354.25,50970442,40033,18141
296,37.2,20.6,0.127143061,0.061154306,71354.25,50970442,40033,18141
2,17.8,-4.3,0.127143061,0.061154306,71354.25,50970442,40033,18141
4,23.3,-1,0.127143061,0.061154306,71354.25,50970442,40033,18141
5,23.9,-2.1,0.127143061,0.061154306,71354.25,50970442,40033,18141
2,19.4,-2.1,0.127143061,0.061154306,71354.25,50970442,40033,18141
32,33.3,7.2,0.127143061,0.061154306,71354.25,50970442,40033,18141
9,29.4,2.8,0.127143061,0.061154306,71354.25,50970442,40033,18141
13,31.1,3.3,0.127143061,0.061154306,71354.25,50970442,40033,18141
7,25.6,2.2,0.127143061,0.061154306,71354.25,50970442,40033,18141
5,24.4,-4.9,0.127143061,0.061154306,71354.25,50970442,40033,18141
6,24.4,-4.9,0.127143061,0.061154306,71354.25,50970442,40033,18141
3,22.2,-4.3,0.127143061,0.061154306,71354.25,50970442,40033,18141
5,27.2,-4.3,0.127143061,0.061154306,71354.25,50970442,40033,18141
7,17.8,-1,0.127143061,0.061154306,71354.25,50970442,40033,18141
37,30,11.1,0.123822999,0.064024887,75925.25,51047292,27006,8345
6,26.1,-1.6,0.123822999,0.064024887,75925.25,51047292,27006,8345
8,27.2,-3.2,0.123822999,0.064024887,75925.25,51047292,27006,8345
9,28.9,-1,0.123822999,0.064024887,75925.25,51047292,27006,8345
8,27.2,1.7,0.123822999,0.064024887,75925.25,51047292,27006,8345
6,25,-1.6,0.123822999,0.064024887,75925.25,51047292,27006,8345
10,27.8,-2.1,0.123822999,0.064024887,75925.25,51047292,27006,8345
10,25,0,0.123822999,0.064024887,75925.25,51047292,27006,8345
6,26.1,1.1,0.123822999,0.064024887,75925.25,51047292,27006,8345
20,32.8,5.6,0.123822999,0.064024887,75925.25,51047292,27006,8345
29,32.2,6.7,0.123822999,0.064024887,75925.25,51047292,27006,8345
36,33.3,7.8,0.123822999,0.064024887,75925.25,51047292,27006,8345
39,35,12.2,0.123822999,0.064024887,75925.25,51047292,27006,8345
46,35,13.9,0.123822999,0.064024887,75925.25,51047292,27006,8345
90,36.7,8.3,0.123822999,0.064024887,75925.25,51047292,27006,8345
83,34.4,16.1,0.123822999,0.064024887,75925.25,51047292,27006,8345
144,36.1,15,0.123822999,0.064024887,75925.25,51047292,27006,8345
319,38.3,21.1,0.123822999,0.064024887,75925.25,51047292,27006,8345
272,37.8,22.8,0.123822999,0.064024887,75925.25,51047292,27006,8345
189,35.6,21.1,0.123822999,0.064024887,75925.25,51047292,27006,8345
270,37.2,23.3,0.123822999,0.064024887,75925.25,51047292,27006,8345
171,36.7,20,0.123822999,0.064024887,75925.25,51047292,27006,8345
459,37.8,23.3,0.123822999,0.064024887,75925.25,51047292,27006,8345
219,35.6,19.4,0.123822999,0.064024887,75925.25,51047292,27006,8345
228,34.4,19.4,0.123822999,0.064024887,75925.25,51047292,27006,8345
204,35.6,18.9,0.123822999,0.064024887,75925.25,51047292,27006,8345
251,34.4,17.2,0.123822999,0.064024887,75925.25,51047292,27006,8345
338,35,14.4,0.123822999,0.064024887,75925.25,51047292,27006,8345
568,36.7,20,0.123822999,0.064024887,75925.25,51047292,27006,8345
315,36.7,19.4,0.123822999,0.064024887,75925.25,51047292,27006,8345
51,30,11.1,0.123822999,0.064024887,75925.25,51047292,27006,8345
79,31.7,12.8,0.123822999,0.064024887,75925.25,51047292,27006,8345
35,29.4,15.6,0.123822999,0.064024887,75925.25,51047292,27006,8345
3,21.7,-3.8,0.123822999,0.064024887,75925.25,51047292,27006,8345
6,22.8,-1.6,0.123822999,0.064024887,75925.25,51047292,27006,8345
7,23.9,-4.9,0.123822999,0.064024887,75925.25,51047292,27006,8345
6,23.3,-1,0.123822999,0.064024887,75925.25,51047292,27006,8345
5,20,-3.2,0.123822999,0.064024887,75925.25,51047292,27006,8345
7,17.8,-4.9,0.123822999,0.064024887,75925.25,51047292,27006,8345
60,32.8,7.2,0.123822999,0.064024887,75925.25,51047292,27006,8345
39,31.1,7.8,0.123822999,0.064024887,75925.25,51047292,27006,8345
19,26.7,-0.5,0.123822999,0.064024887,75925.25,51047292,27006,8345
31,31.7,5,0.123822999,0.064024887,75925.25,51047292,27006,8345
37,28.9,5.6,0.123822999,0.064024887,75925.25,51047292,27006,8345
13,26.7,0,0.123822999,0.064024887,75925.25,51047292,27006,8345
22,27.8,3.3,0.123822999,0.064024887,75925.25,51047292,27006,8345
11,29.4,2.8,0.123822999,0.064024887,75925.25,51047292,27006,8345
9,28.3,1.7,0.123822999,0.064024887,75925.25,51047292,27006,8345
8,25.6,-1,0.123822999,0.064024887,75925.25,51047292,27006,8345
7,26.1,-1,0.123822999,0.064024887,75925.25,51047292,27006,8345
13,8.3,-22.1,0.123822999,0.064024887,75925.25,51047292,27006,8345
6,18.9,-7.1,0.123822999,0.064024887,75925.25,51047292,27006,8345
634,39.4,17.2,0.122209383,0.062661603,82736.5,51083792,40578,15373
612,37.8,23.3,0.122209383,0.062661603,82736.5,51083792,40578,15373
392,34.4,17.8,0.122209383,0.062661603,82736.5,51083792,40578,15373
204,34.4,15.6,0.122209383,0.062661603,82736.5,51083792,40578,15373
115,31.7,11.1,0.122209383,0.062661603,82736.5,51083792,40578,15373
236,34.4,16.1,0.122209383,0.062661603,82736.5,51083792,40578,15373
240,33.9,16.7,0.122209383,0.062661603,82736.5,51083792,40578,15373
99,31.7,11.1,0.122209383,0.062661603,82736.5,51083792,40578,15373
45,30.6,8.3,0.122209383,0.062661603,82736.5,51083792,40578,15373
41,30,5.6,0.122209383,0.062661603,82736.5,51083792,40578,15373
38,30.6,3.3,0.122209383,0.062661603,82736.5,51083792,40578,15373
31,31.1,1.1,0.122209383,0.062661603,82736.5,51083792,40578,15373
31,28.9,0,0.122209383,0.062661603,82736.5,51083792,40578,15373
23,27.8,2.2,0.122209383,0.062661603,82736.5,51083792,40578,15373
11,26.7,-1,0.122209383,0.062661603,82736.5,51083792,40578,15373
5,30.6,-6.6,0.122209383,0.062661603,82736.5,51083792,40578,15373
10,28.3,-3.2,0.122209383,0.062661603,82736.5,51083792,40578,15373
11,27.8,-6.6,0.122209383,0.062661603,82736.5,51083792,40578,15373
7,25.6,-6.6,0.122209383,0.062661603,82736.5,51083792,40578,15373
4,23.9,-4.3,0.122209383,0.062661603,82736.5,51083792,40578,15373
5,22.8,-8.2,0.122209383,0.062661603,82736.5,51083792,40578,15373
2,18.9,-6.6,0.122209383,0.062661603,82736.5,51083792,40578,15373
4,24.4,-8.8,0.122209383,0.062661603,82736.5,51083792,40578,15373
4,23.3,-4.9,0.122209383,0.062661603,82736.5,51083792,40578,15373
5,20.6,-7.1,0.122209383,0.062661603,82736.5,51083792,40578,15373
7,28.3,-4.3,0.122209383,0.062661603,82736.5,51083792,40578,15373
648,40.6,22.2,0.122209383,0.062661603,82736.5,51083792,40578,15373
652,41.1,23.9,0.122209383,0.062661603,82736.5,51083792,40578,15373
351,40.6,16.7,0.122209383,0.062661603,82736.5,51083792,40578,15373
128,35,18.3,0.122209383,0.062661603,82736.5,51083792,40578,15373
160,36.7,20.6,0.122209383,0.062661603,82736.5,51083792,40578,15373
129,35.6,20.6,0.122209383,0.062661603,82736.5,51083792,40578,15373
281,40,19.4,0.122209383,0.062661603,82736.5,51083792,40578,15373
307,37.8,20.6,0.122209383,0.062661603,82736.5,51083792,40578,15373
433,38.3,23.3,0.122209383,0.062661603,82736.5,51083792,40578,15373
496,41.1,22.8,0.122209383,0.062661603,82736.5,51083792,40578,15373
684,42.2,21.7,0.122209383,0.062661603,82736.5,51083792,40578,15373
6,27.2,-8.8,0.122209383,0.062661603,82736.5,51083792,40578,15373
8,13.3,-16,0.122209383,0.062661603,82736.5,51083792,40578,15373
3,21.7,-2.1,0.122209383,0.062661603,82736.5,51083792,40578,15373
10,28.9,1.7,0.122209383,0.062661603,82736.5,51083792,40578,15373
5,27.2,-0.5,0.122209383,0.062661603,82736.5,51083792,40578,15373
8,20.6,-5.6,0.122209383,0.062661603,82736.5,51083792,40578,15373
7,16.1,-4.9,0.122209383,0.062661603,82736.5,51083792,40578,15373
9,30,-1,0.122209383,0.062661603,82736.5,51083792,40578,15373
7,30,8.3,0.122209383,0.062661603,82736.5,51083792,40578,15373
11,30.6,5,0.122209383,0.062661603,82736.5,51083792,40578,15373
19,30.6,-1,0.122209383,0.062661603,82736.5,51083792,40578,15373
31,33.9,6.1,0.122209383,0.062661603,82736.5,51083792,40578,15373
20,32.8,10,0.122209383,0.062661603,82736.5,51083792,40578,15373
45,36.7,8.3,0.122209383,0.062661603,82736.5,51083792,40578,15373
176,38.9,17.2,0.122209383,0.062661603,82736.5,51083792,40578,15373
84,35.6,11.7,0.122209383,0.062661603,82736.5,51083792,40578,15373
29,28.9,5,0.120613729,0.062331384,86771,51097595,41645,17912
32,32.2,8.9,0.120613729,0.062331384,86771,51097595,41645,17912
31,31.1,4.4,0.120613729,0.062331384,86771,51097595,41645,17912
21,30,3.9,0.120613729,0.062331384,86771,51097595,41645,17912
25,29.4,-3.8,0.120613729,0.062331384,86771,51097595,41645,17912
8,22.2,0,0.120613729,0.062331384,86771,51097595,41645,17912
24,27.8,4.4,0.120613729,0.062331384,86771,51097595,41645,17912
22,31.1,2.8,0.120613729,0.062331384,86771,51097595,41645,17912
21,31.1,1.1,0.120613729,0.062331384,86771,51097595,41645,17912
8,25.6,-2.7,0.120613729,0.062331384,86771,51097595,41645,17912
5,27.8,0,0.120613729,0.062331384,86771,51097595,41645,17912
4,21.7,-3.2,0.120613729,0.062331384,86771,51097595,41645,17912
4,18.9,-2.7,0.120613729,0.062331384,86771,51097595,41645,17912
11,27.2,-0.5,0.120613729,0.062331384,86771,51097595,41645,17912
7,26.7,-3.8,0.120613729,0.062331384,86771,51097595,41645,17912
6,42.2,-16,0.120613729,0.062331384,86771,51097595,41645,17912
976,41.7,24.4,0.120613729,0.062331384,86771,51097595,41645,17912
648,38.9,20,0.120613729,0.062331384,86771,51097595,41645,17912
853,38.3,21.1,0.120613729,0.062331384,86771,51097595,41645,17912
785,36.1,21.1,0.120613729,0.062331384,86771,51097595,41645,17912
516,36.1,21.7,0.120613729,0.062331384,86771,51097595,41645,17912
1033,38.9,20.6,0.120613729,0.062331384,86771,51097595,41645,17912
894,36.7,18.9,0.120613729,0.062331384,86771,51097595,41645,17912
563,36.1,17.8,0.120613729,0.062331384,86771,51097595,41645,17912
193,35,17.8,0.120613729,0.062331384,86771,51097595,41645,17912
153,35,14.4,0.120613729,0.062331384,86771,51097595,41645,17912
89,31.7,13.3,0.120613729,0.062331384,86771,51097595,41645,17912
98,32.8,15.6,0.120613729,0.062331384,86771,51097595,41645,17912
84,32.8,18.9,0.120613729,0.062331384,86771,51097595,41645,17912
89,33.3,6.1,0.120613729,0.062331384,86771,51097595,41645,17912
21,26.1,5,0.120613729,0.062331384,86771,51097595,41645,17912
849,40.6,20.6,0.120613729,0.062331384,86771,51097595,41645,17912
844,43.3,23.9,0.120613729,0.062331384,86771,51097595,41645,17912
675,42.8,17.2,0.120613729,0.062331384,86771,51097595,41645,17912
170,38.3,15.6,0.120613729,0.062331384,86771,51097595,41645,17912
121,34.4,15.6,0.120613729,0.062331384,86771,51097595,41645,17912
515,42.2,18.9,0.120613729,0.062331384,86771,51097595,41645,17912
339,41.1,18.3,0.120613729,0.062331384,86771,51097595,41645,17912
7,18.9,-3.2,0.120613729,0.062331384,86771,51097595,41645,17912
7,21.1,-2.7,0.120613729,0.062331384,86771,51097595,41645,17912
5,21.7,-2.7,0.120613729,0.062331384,86771,51097595,41645,17912
6,27.2,-1,0.120613729,0.062331384,86771,51097595,41645,17912
3,23.3,-2.1,0.120613729,0.062331384,86771,51097595,41645,17912
6,22.8,-0.5,0.120613729,0.062331384,86771,51097595,41645,17912
8,23.9,4.4,0.120613729,0.062331384,86771,51097595,41645,17912
8,30,6.1,0.120613729,0.062331384,86771,51097595,41645,17912
11,29.4,-3.8,0.120613729,0.062331384,86771,51097595,41645,17912
22,31.7,11.1,0.120613729,0.062331384,86771,51097595,41645,17912
27,32.8,4.4,0.120613729,0.062331384,86771,51097595,41645,17912
22,31.1,6.7,0.120613729,0.062331384,86771,51097595,41645,17912
59,35,7.2,0.120613729,0.062331384,86771,51097595,41645,17912
159,36.1,17.2,0.120613729,0.062331384,86771,51097595,41645,17912
4,23.3,-9.3,0.120455594,0.063729376,89433.75,51296062,44337,19689
8,20.6,-2.7,0.120455594,0.063729376,89433.75,51296062,44337,19689
221,38.3,20,0.120455594,0.063729376,89433.75,51296062,44337,19689
93,35,12.2,0.120455594,0.063729376,89433.75,51296062,44337,19689
104,35,14.4,0.120455594,0.063729376,89433.75,51296062,44337,19689
6,22.8,-1.7,0.120455594,0.063729376,89433.75,51296062,44337,19689
9,26.7,-2.7,0.120455594,0.063729376,89433.75,51296062,44337,19689
8,24.4,-1.6,0.120455594,0.063729376,89433.75,51296062,44337,19689
7,18.3,-3.8,0.120455594,0.063729376,89433.75,51296062,44337,19689
5,26.7,-2.7,0.120455594,0.063729376,89433.75,51296062,44337,19689
11,28.3,1.7,0.120455594,0.063729376,89433.75,51296062,44337,19689
14,27.8,2.8,0.120455594,0.063729376,89433.75,51296062,44337,19689
14,31.7,8.9,0.120455594,0.063729376,89433.75,51296062,44337,19689
28,32.8,9.4,0.120455594,0.063729376,89433.75,51296062,44337,19689
42,33.9,7.8,0.120455594,0.063729376,89433.75,51296062,44337,19689
34,36.7,2.8,0.120455594,0.063729376,89433.75,51296062,44337,19689
66,35,10.6,0.120455594,0.063729376,89433.75,51296062,44337,19689
117,33.9,11.1,0.120455594,0.063729376,89433.75,51296062,44337,19689
84,36.1,15,0.120455594,0.063729376,89433.75,51296062,44337,19689
252,38.9,22.8,0.120455594,0.063729376,89433.75,51296062,44337,19689
625,40.6,18.3,0.120455594,0.063729376,89433.75,51296062,44337,19689
604,38.9,19.4,0.120455594,0.063729376,89433.75,51296062,44337,19689
584,40,22.2,0.120455594,0.063729376,89433.75,51296062,44337,19689
519,38.3,21.7,0.120455594,0.063729376,89433.75,51296062,44337,19689
165,34.4,20,0.120455594,0.063729376,89433.75,51296062,44337,19689
400,37.8,18.9,0.120455594,0.063729376,89433.75,51296062,44337,19689
544,36.7,20,0.120455594,0.063729376,89433.75,51296062,44337,19689
699,38.9,21.1,0.120455594,0.063729376,89433.75,51296062,44337,19689
811,38.3,21.1,0.120455594,0.063729376,89433.75,51296062,44337,19689
353,36.7,22.2,0.120455594,0.063729376,89433.75,51296062,44337,19689
463,36.1,18.3,0.120455594,0.063729376,89433.75,51296062,44337,19689
424,36.1,17.2,0.120455594,0.063729376,89433.75,51296062,44337,19689
313,36.7,18.3,0.120455594,0.063729376,89433.75,51296062,44337,19689
270,33.9,18.9,0.120455594,0.063729376,89433.75,51296062,44337,19689
122,33.3,13.9,0.120455594,0.063729376,89433.75,51296062,44337,19689
137,33.3,13.3,0.120455594,0.063729376,89433.75,51296062,44337,19689
63,32.2,15.6,0.120455594,0.063729376,89433.75,51296062,44337,19689
33,31.1,2.8,0.120455594,0.063729376,89433.75,51296062,44337,19689
53,31.1,10.6,0.120455594,0.063729376,89433.75,51296062,44337,19689
25,30.6,6.1,0.120455594,0.063729376,89433.75,51296062,44337,19689
26,30.6,4.4,0.120455594,0.063729376,89433.75,51296062,44337,19689
13,27.8,0,0.120455594,0.063729376,89433.75,51296062,44337,19689
9,26.1,-0.5,0.120455594,0.063729376,89433.75,51296062,44337,19689
18,31.7,1.7,0.120455594,0.063729376,89433.75,51296062,44337,19689
19,28.9,4.4,0.120455594,0.063729376,89433.75,51296062,44337,19689
17,31.1,-0.5,0.120455594,0.063729376,89433.75,51296062,44337,19689
13,27.2,-6,0.120455594,0.063729376,89433.75,51296062,44337,19689
8,24.4,-3.8,0.120455594,0.063729376,89433.75,51296062,44337,19689
4,25,0.6,0.120455594,0.063729376,89433.75,51296062,44337,19689
5,26.1,-0.5,0.120455594,0.063729376,89433.75,51296062,44337,19689
7,20.6,-7.7,0.120455594,0.063729376,89433.75,51296062,44337,19689
5,17.8,-16,0.120455594,0.063729376,89433.75,51296062,44337,19689
0,16.1,-3.2,0.143754067,0.066437857,65780.75,50440323,13269,1956
4,16.1,-4.3,0.143754067,0.066437857,65780.75,50440323,13269,1956
24,18.9,-4.9,0.143754067,0.066437857,65780.75,50440323,13269,1956
0,17.8,-7.1,0.143754067,0.066437857,65780.75,50440323,13269,1956
11,8.3,-3.2,0.143754067,0.066437857,65780.75,50440323,13269,1956
11,15,-9.3,0.143754067,0.066437857,65780.75,50440323,13269,1956
14,28.9,7.2,0.143754067,0.066437857,65780.75,50440323,13269,1956
9,31.1,15.6,0.143754067,0.066437857,65780.75,50440323,13269,1956
5,28.9,5,0.143754067,0.066437857,65780.75,50440323,13269,1956
5,18.9,1.7,0.143754067,0.066437857,65780.75,50440323,13269,1956
14,22.2,0.6,0.143754067,0.066437857,65780.75,50440323,13269,1956
25,23.9,1.7,0.143754067,0.066437857,65780.75,50440323,13269,1956
25,14.4,-9.3,0.143754067,0.066437857,65780.75,50440323,13269,1956
10,19.4,-11,0.143754067,0.066437857,65780.75,50440323,13269,1956
9,25.6,-12.7,0.143754067,0.066437857,65780.75,50440323,13269,1956
5,20,-3.8,0.143754067,0.066437857,65780.75,50440323,13269,1956
14,20.6,-2.7,0.143754067,0.066437857,65780.75,50440323,13269,1956
5,20,-6,0.143754067,0.066437857,65780.75,50440323,13269,1956
5,23.3,-5.5,0.143754067,0.066437857,65780.75,50440323,13269,1956
0,20.6,0,0.143754067,0.066437857,65780.75,50440323,13269,1956
0,17.2,2.2,0.143754067,0.066437857,65780.75,50440323,13269,1956
0,21.1,-5.5,0.143754067,0.066437857,65780.75,50440323,13269,1956
10,30,-2.1,0.143754067,0.066437857,65780.75,50440323,13269,1956
25,26.1,-1,0.143754067,0.066437857,65780.75,50440323,13269,1956
10,23.9,6.1,0.143754067,0.066437857,65780.75,50440323,13269,1956
34,27.2,8.9,0.143754067,0.066437857,65780.75,50440323,13269,1956
111,30.6,11.1,0.143754067,0.066437857,65780.75,50440323,13269,1956
120,31.1,14.4,0.143754067,0.066437857,65780.75,50440323,13269,1956
208,32.2,16.7,0.143754067,0.066437857,65780.75,50440323,13269,1956
